ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.u64, SumSQ.u64, Count.u64, Min.u64, Max.u64
l1cache, GetSXHit_Blocked, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, CacheMisses, , Accumulator, 6978909915, 0, 273000, 273000, 273000, 1, 1
l1cache, GetSMiss_Arrival, , Accumulator, 6978909915, 0, 259687, 259687, 259687, 1, 1
l1cache, GetXMiss_Arrival, , Accumulator, 6978909915, 0, 13313, 13313, 13313, 1, 1
l1cache, GetSXMiss_Arrival, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, GetSMiss_Blocked, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, GetXMiss_Blocked, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, GetSXMiss_Blocked, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, GetS_recv, , Accumulator, 6978909915, 0, 377158, 377158, 377158, 1, 1
l1cache, GetX_recv, , Accumulator, 6978909915, 0, 393219, 393219, 393219, 1, 1
l1cache, GetSX_recv, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, GetSResp_recv, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, GetXResp_recv, , Accumulator, 6978909915, 0, 273000, 273000, 273000, 1, 1
l1cache, PutS_recv, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, PutM_recv, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, PutE_recv, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, FetchInv_recv, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, FetchInvX_recv, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, Inv_recv, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, NACK_recv, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, MSHR_occupancy, , Accumulator, 6978909915, 0, 7784789, 10703159, 16735995, 0, 2
l1cache, Bank_conflicts, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, evict_I, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, evict_E, , Accumulator, 6978909915, 0, 109173, 109173, 109173, 1, 1
l1cache, evict_M, , Accumulator, 6978909915, 0, 163819, 163819, 163819, 1, 1
l1cache, evict_IS, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, evict_IM, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, evict_IB, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, evict_SB, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, latency_GetS_IS, , Accumulator, 6978909915, 0, 7394654, 211308040, 259687, 26, 34
l1cache, latency_GetS_M, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, latency_GetX_IM, , Accumulator, 6978909915, 0, 390117, 11438699, 13313, 26, 31
l1cache, latency_GetX_SM, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, latency_GetX_M, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, latency_GetSX_IM, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, latency_GetSX_SM, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, latency_GetSX_M, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, EventStalledForLockedCacheline, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, evict_S, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, evict_SM, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_GetS_I, , Accumulator, 6978909915, 0, 259687, 259687, 259687, 1, 1
l1cache, stateEvent_GetS_S, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_GetS_M, , Accumulator, 6978909915, 0, 558, 558, 558, 1, 1
l1cache, stateEvent_GetX_I, , Accumulator, 6978909915, 0, 13313, 13313, 13313, 1, 1
l1cache, stateEvent_GetX_S, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_GetX_M, , Accumulator, 6978909915, 0, 229397, 229397, 229397, 1, 1
l1cache, stateEvent_GetSX_I, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_GetSX_S, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_GetSX_M, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_GetSResp_IS, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_GetXResp_IS, , Accumulator, 6978909915, 0, 259687, 259687, 259687, 1, 1
l1cache, stateEvent_GetXResp_IM, , Accumulator, 6978909915, 0, 13313, 13313, 13313, 1, 1
l1cache, stateEvent_GetXResp_SM, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_Inv_I, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_Inv_S, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_Inv_IS, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_Inv_IM, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_Inv_SM, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_Inv_SB, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_Inv_IB, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_FetchInvX_I, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_FetchInvX_M, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_FetchInvX_IS, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_FetchInvX_IM, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_FetchInvX_SB, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_FetchInvX_IB, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_Fetch_I, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_Fetch_S, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_Fetch_IS, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_Fetch_IM, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_Fetch_SM, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_Fetch_IB, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_Fetch_SB, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_FetchInv_I, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_FetchInv_S, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_FetchInv_M, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_FetchInv_IS, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_FetchInv_IM, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_FetchInv_SM, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_FetchInv_SB, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_FetchInv_IB, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_FlushLine_I, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_FlushLine_S, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_FlushLine_M, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_FlushLine_IS, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_FlushLine_IM, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_FlushLine_SM, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_FlushLine_IB, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_FlushLine_SB, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_FlushLineInv_I, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_FlushLineInv_S, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_FlushLineInv_M, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_FlushLineInv_IS, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_FlushLineInv_IM, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_FlushLineInv_SM, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_FlushLineInv_IB, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_FlushLineInv_SB, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_FlushLineResp_I, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_FlushLineResp_IB, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_FlushLineResp_SB, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, eventSent_GetS, , Accumulator, 6978909915, 0, 259687, 259687, 259687, 1, 1
l1cache, eventSent_GetX, , Accumulator, 6978909915, 0, 13313, 13313, 13313, 1, 1
l1cache, eventSent_GetSX, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, eventSent_PutM, , Accumulator, 6978909915, 0, 163819, 163819, 163819, 1, 1
l1cache, eventSent_NACK_down, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, eventSent_FlushLine, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, eventSent_FlushLineInv, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, eventSent_FetchResp, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, eventSent_FetchXResp, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, eventSent_AckInv, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, eventSent_GetSResp, , Accumulator, 6978909915, 0, 262150, 262150, 262150, 1, 1
l1cache, eventSent_GetXResp, , Accumulator, 6978909915, 0, 393219, 393219, 393219, 1, 1
l1cache, eventSent_FlushLineResp, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_AckPut_I, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, eventSent_PutS, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, eventSent_PutE, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, prefetch_evict, , Accumulator, 6978909915, 0, 92789, 92789, 92789, 1, 1
l1cache, prefetch_inv, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, prefetch_useful, , Accumulator, 6978909915, 0, 21486, 21486, 21486, 1, 1
l1cache, prefetch_coherence_miss, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, prefetch_redundant, , Accumulator, 6978909915, 0, 724, 724, 724, 1, 1
l1cache, stateEvent_GetS_E, , Accumulator, 6978909915, 0, 116908, 116908, 116908, 1, 1
l1cache, stateEvent_GetX_E, , Accumulator, 6978909915, 0, 150509, 150509, 150509, 1, 1
l1cache, stateEvent_GetSX_E, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_FlushLine_E, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_FlushLineInv_E, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_FetchInv_E, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
l1cache, stateEvent_FetchInvX_E, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
memory, requests_received_GetS, , Accumulator, 6978909915, 0, 259687, 259687, 259687, 1, 1
memory, requests_received_GetSX, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
memory, requests_received_GetX, , Accumulator, 6978909915, 0, 13313, 13313, 13313, 1, 1
memory, requests_received_PutM, , Accumulator, 6978909915, 0, 163819, 163819, 163819, 1, 1
memory, outstanding_requests, , Accumulator, 6978909915, 0, 5012409, 11429155, 6978909, 0, 4
memory, latency_GetS, , Accumulator, 6978909915, 0, 3035926, 35591028, 259687, 11, 14
memory, latency_GetSX, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
memory, latency_GetX, , Accumulator, 6978909915, 0, 159752, 1916980, 13313, 11, 12
memory, latency_PutM, , Accumulator, 6978909915, 0, 1816731, 20168221, 163819, 11, 13
memory, cycles_with_issue, , Accumulator, 6978909915, 0, 436819, 436819, 436819, 1, 1
memory, cycles_attempted_issue_but_rejected, , Accumulator, 6978909915, 0, 0, 0, 0, 0, 0
memory, total_cycles, , Accumulator, 6978909915, 0, 6978909, 48705170830281, 1, 6978909, 6978909
